"","SpecID","date","away_team","away_team_game_number","home_team","home_team_game_number","away_score","home_score","away_AB","away_H","away_2B","away_3B","away_HR","away_RBI","away_SH","away_SF","away_HBP","away_BB","away_IBB","away_SO","away_SB","away_CS","away_GIDP","away_left_on_base","home_AB","home_H","home_2B","home_3B","home_HR","home_RBI","home_SH","home_SF","home_HBP","home_BB","home_IBB","home_SO","home_SB","home_CS","home_GIDP","home_left_on_base"
"14","14 2013",2013-04-02,"TEX",2,"HOU",2,7,0,36,12,2,3,1,7,0,1,1,4,1,9,0,0,2,8,29,2,0,0,0,0,0,0,0,0,0,15,0,0,0,2
"15","15 2013",2013-04-02,"SEA",2,"OAK",2,7,1,35,9,3,0,2,7,0,0,1,8,0,2,2,0,1,10,30,3,0,0,1,1,0,0,0,1,0,9,0,0,0,3
"16","16 2013",2013-04-02,"BAL",1,"TBA",1,7,4,38,13,4,0,2,7,0,0,0,4,1,6,0,1,1,8,30,6,1,0,1,4,1,1,0,1,0,4,1,0,1,2
"17","17 2013",2013-04-02,"CLE",1,"TOR",1,4,1,33,7,1,0,1,4,0,0,0,5,0,7,0,1,0,7,29,4,2,0,0,0,0,0,1,4,0,8,0,0,1,6
"18","18 2013",2013-04-02,"SLN",2,"ARI",2,6,1,36,10,2,0,3,6,0,0,1,3,0,10,0,0,0,7,31,3,0,0,1,1,0,0,0,4,0,8,0,0,0,7
"19","19 2013",2013-04-02,"SFN",2,"LAN",2,3,0,34,10,0,0,0,2,0,0,0,1,0,7,0,0,4,5,29,2,2,0,0,0,0,0,0,0,0,7,0,0,0,2
"20","20 2013",2013-04-02,"COL",2,"MIL",2,8,4,38,14,0,0,2,8,0,2,0,2,0,11,0,0,1,7,34,9,2,0,1,4,0,0,0,4,1,5,0,0,2,7
"21","21 2013",2013-04-03,"KCA",2,"CHA",2,2,5,34,5,2,0,0,1,0,0,0,1,0,7,0,0,0,6,29,8,1,0,4,5,1,0,0,2,0,8,0,0,1,3
"22","22 2013",2013-04-03,"TEX",3,"HOU",3,4,0,35,9,1,0,0,3,0,1,1,2,0,3,0,0,1,8,32,5,1,0,0,0,0,0,0,1,0,15,0,0,0,6
"23","23 2013",2013-04-03,"DET",2,"MIN",2,2,3,33,7,0,0,0,2,0,0,0,1,0,4,0,0,0,5,30,5,2,0,0,3,0,0,0,6,0,10,1,0,0,8
"24","24 2013",2013-04-03,"BOS",2,"NYA",2,7,4,39,14,3,0,0,7,0,0,2,3,0,7,1,0,2,10,35,9,0,0,2,4,0,0,1,2,0,5,1,0,1,7
"25","25 2013",2013-04-03,"SEA",3,"OAK",3,2,6,31,5,0,0,2,2,0,0,0,1,0,6,0,0,1,3,31,11,5,0,2,6,0,1,1,4,0,5,1,0,2,7
"26","26 2013",2013-04-03,"BAL",2,"TBA",2,7,8,36,11,4,0,1,7,1,0,0,2,0,3,0,0,1,5,35,14,3,0,2,7,0,0,0,0,0,6,0,0,3,3
"27","27 2013",2013-04-03,"CLE",2,"TOR",2,3,2,42,10,1,0,1,2,0,0,0,4,0,11,1,0,1,10,36,5,0,0,2,2,0,0,0,4,0,10,0,0,2,5
"28","28 2013",2013-04-03,"SLN",3,"ARI",3,9,10,60,16,5,0,1,8,4,0,1,4,1,12,0,0,0,12,59,17,1,1,3,9,2,2,1,7,1,13,1,0,0,15
"29","29 2013",2013-04-03,"PHI",2,"ATL",2,2,9,36,9,2,0,0,2,0,0,0,2,0,9,1,0,1,9,33,9,1,0,3,9,0,0,0,6,0,16,0,0,0,6
"30","30 2013",2013-04-03,"ANA",2,"CIN",2,4,5,34,9,1,0,2,4,0,0,0,3,0,10,0,1,2,6,31,6,1,0,1,5,1,0,1,6,2,9,1,0,0,9
"31","31 2013",2013-04-03,"SFN",3,"LAN",3,5,3,32,6,1,0,2,5,0,0,0,1,0,5,0,0,3,1,32,7,2,0,0,1,1,1,1,7,0,7,0,0,1,12
"32","32 2013",2013-04-03,"COL",3,"MIL",3,7,3,38,15,2,0,3,7,1,0,0,4,0,8,0,1,2,9,35,9,3,0,1,3,0,0,0,2,0,5,0,0,0,7
"33","33 2013",2013-04-03,"SDN",2,"NYN",2,4,8,31,6,1,0,0,3,0,1,0,2,0,10,0,0,1,3,33,8,2,0,3,8,0,0,0,3,0,4,0,0,0,4
"34","34 2013",2013-04-03,"CHN",2,"PIT",2,0,3,28,2,0,0,0,0,1,0,2,1,0,9,0,0,0,5,29,6,2,0,0,3,1,0,0,3,1,7,1,1,0,6
"35","35 2013",2013-04-03,"MIA",2,"WAS",2,0,3,28,4,1,0,0,0,1,0,0,3,0,8,0,1,2,5,28,6,2,1,1,3,1,0,1,4,0,6,0,1,1,7
"36","36 2013",2013-04-04,"KCA",3,"CHA",3,3,1,30,5,2,0,0,3,0,0,1,2,0,7,0,0,2,3,34,8,0,0,0,1,0,0,1,2,0,12,0,0,1,9
"37","37 2013",2013-04-04,"DET",3,"MIN",3,2,8,34,8,1,0,0,2,0,0,0,5,1,5,1,0,2,10,34,10,2,0,2,8,0,0,0,4,0,7,1,0,0,6
"38","38 2013",2013-04-04,"BOS",3,"NYA",3,2,4,32,9,2,0,0,2,0,0,0,2,0,4,0,0,3,5,29,8,2,0,2,4,0,0,0,4,0,9,0,2,0,5
"39","39 2013",2013-04-04,"SEA",4,"OAK",4,2,8,33,8,0,0,1,2,1,1,0,2,0,7,0,0,0,8,29,10,4,0,2,8,0,2,1,1,1,2,0,0,2,1
"40","40 2013",2013-04-04,"BAL",3,"TBA",3,6,3,36,9,2,0,2,6,0,0,1,3,1,8,4,0,0,7,30,7,0,0,0,3,0,0,1,3,0,4,0,1,1,4
"41","41 2013",2013-04-04,"CLE",3,"TOR",3,8,10,41,14,6,0,2,8,0,0,2,2,0,8,0,0,1,10,34,9,1,0,5,9,0,0,0,6,0,2,1,0,1,6
"42","42 2013",2013-04-04,"PHI",3,"ATL",3,2,0,33,8,2,0,0,2,0,1,0,4,0,4,2,0,0,9,29,2,0,0,0,0,0,0,0,0,0,10,0,0,1,2
"43","43 2013",2013-04-04,"ANA",3,"CIN",3,4,5,36,11,4,0,0,4,1,1,1,1,0,9,0,0,0,9,30,7,2,0,3,5,0,1,0,1,0,5,0,0,0,3
"44","44 2013",2013-04-04,"SDN",3,"NYN",3,2,1,31,6,1,0,0,1,1,0,1,5,1,5,1,1,0,9,31,5,1,0,1,1,0,0,1,5,0,14,1,0,1,9
"45","45 2013",2013-04-04,"CHN",3,"PIT",3,3,2,30,3,0,0,1,3,0,0,0,3,0,6,1,0,0,3,30,4,1,0,0,2,0,0,0,3,0,8,2,0,2,4
"46","46 2013",2013-04-04,"MIA",3,"WAS",3,1,6,33,8,0,0,1,1,0,0,0,3,0,3,0,0,2,8,31,9,1,0,1,6,1,0,0,3,0,8,0,1,0,5
"47","47 2013",2013-04-05,"MIN",4,"BAL",4,5,9,36,10,3,1,0,5,0,0,1,2,0,9,0,0,1,7,37,14,2,0,1,9,1,1,0,4,1,4,1,0,0,10
"48","48 2013",2013-04-05,"SEA",5,"CHA",4,8,7,38,12,4,1,1,8,1,0,0,3,0,9,1,1,2,4,40,10,1,0,2,7,0,1,0,3,0,5,3,0,0,7
"49","49 2013",2013-04-05,"NYA",4,"DET",4,3,8,32,6,0,0,1,2,0,0,2,2,0,7,0,0,1,6,32,9,0,0,3,8,0,0,1,4,0,8,1,0,1,5
"50","50 2013",2013-04-05,"OAK",5,"HOU",4,8,3,36,10,2,0,1,7,1,0,1,8,0,5,1,0,2,11,36,9,4,0,0,3,0,0,0,1,0,13,0,0,0,7
"51","51 2013",2013-04-05,"CLE",4,"TBA",4,0,4,28,2,1,0,0,0,1,0,0,2,0,11,0,0,0,4,31,7,3,0,0,4,0,0,0,0,0,6,0,0,0,3
"52","52 2013",2013-04-05,"ANA",4,"TEX",4,2,3,31,6,1,0,1,2,0,0,0,2,0,6,1,1,1,4,35,12,2,1,1,3,1,0,0,2,0,6,1,0,0,11
"53","53 2013",2013-04-05,"BOS",4,"TOR",4,6,4,41,12,3,0,2,6,0,0,1,6,1,12,3,0,1,15,37,12,5,1,2,4,0,1,0,2,0,11,0,0,1,9
"54","54 2013",2013-04-05,"CHN",4,"ATL",4,1,4,29,5,1,0,1,1,0,0,0,0,0,9,0,1,2,1,30,6,0,0,1,4,0,1,2,4,0,6,3,0,0,9
"55","55 2013",2013-04-05,"WAS",4,"CIN",4,0,15,31,5,3,0,0,0,0,0,0,4,0,7,0,0,0,8,42,19,3,0,6,15,0,1,1,1,0,10,1,0,1,6
"56","56 2013",2013-04-05,"SDN",4,"COL",4,2,5,35,7,3,0,0,2,0,0,0,1,0,8,1,0,0,7,31,7,1,1,2,4,1,0,0,1,0,1,0,0,0,4
"57","57 2013",2013-04-05,"PIT",4,"LAN",4,0,3,28,2,0,0,0,0,0,0,0,1,0,10,0,1,0,2,30,7,3,0,1,3,0,0,0,1,0,4,0,1,0,4
"58","58 2013",2013-04-05,"ARI",4,"MIL",4,3,1,30,6,3,0,0,1,2,0,0,3,0,8,0,0,0,5,31,7,0,0,1,1,0,0,0,3,0,13,0,0,2,6
"59","59 2013",2013-04-05,"MIA",4,"NYN",4,7,5,37,11,4,0,1,7,1,1,0,3,1,5,2,0,0,8,35,10,2,0,1,5,0,0,2,7,0,5,1,0,1,12
"60","60 2013",2013-04-05,"KCA",4,"PHI",4,13,4,44,19,4,2,1,13,0,1,0,4,1,4,1,0,1,9,34,9,1,0,2,4,0,0,0,1,0,8,1,0,2,4
"61","61 2013",2013-04-05,"SLN",4,"SFN",4,0,1,28,3,0,0,0,0,0,0,0,3,0,6,0,0,2,4,28,6,0,0,0,1,2,0,0,6,0,3,0,0,1,11
"62","62 2013",2013-04-06,"MIN",5,"BAL",5,6,5,33,9,1,0,1,6,0,2,1,5,0,12,0,2,0,8,37,11,2,0,0,4,0,0,0,2,0,4,0,0,1,7
"63","63 2013",2013-04-06,"SEA",6,"CHA",5,3,4,33,6,1,0,1,2,0,0,0,3,0,8,0,0,1,6,28,6,1,1,1,4,0,2,0,2,1,5,0,0,1,4
"64","64 2013",2013-04-06,"NYA",5,"DET",5,4,8,31,6,2,1,1,4,0,0,1,5,0,10,0,0,0,6,37,17,3,0,0,8,0,3,0,3,0,7,0,1,0,11
"65","65 2013",2013-04-06,"OAK",6,"HOU",5,6,3,38,11,1,0,3,6,0,0,0,1,0,6,2,0,1,6,34,8,0,0,1,3,0,0,0,0,0,4,0,0,1,4
"66","66 2013",2013-04-06,"CLE",5,"TBA",5,0,6,30,5,0,0,0,0,0,0,0,3,0,7,0,0,2,6,31,9,2,0,1,6,1,0,1,9,0,5,2,0,0,12
"67","67 2013",2013-04-06,"ANA",5,"TEX",5,8,4,35,12,3,0,4,8,1,2,0,6,3,4,0,0,1,9,36,9,2,1,3,4,0,0,0,0,0,9,1,0,0,5
"68","68 2013",2013-04-06,"BOS",5,"TOR",5,0,5,28,2,1,0,0,0,0,0,0,3,0,11,2,1,0,4,32,8,1,0,2,5,0,0,0,3,0,13,2,0,0,6
"69","69 2013",2013-04-06,"CHN",5,"ATL",5,5,6,41,13,2,0,2,5,0,0,0,3,0,4,1,0,0,12,35,12,2,0,3,6,0,0,1,3,0,7,0,1,1,8
"70","70 2013",2013-04-06,"WAS",5,"CIN",5,7,6,42,10,2,0,5,7,0,0,0,4,1,9,0,0,1,6,45,13,3,1,1,4,1,0,2,2,1,9,0,0,2,11
"71","71 2013",2013-04-06,"SDN",5,"COL",5,3,6,34,8,5,0,0,3,0,0,0,3,0,4,0,0,1,7,30,8,0,0,1,6,1,0,0,6,0,7,1,0,0,7
"72","72 2013",2013-04-06,"PIT",5,"LAN",5,0,1,27,2,0,0,0,0,1,0,0,2,0,11,0,1,0,3,30,8,1,0,0,1,0,0,0,5,0,11,3,0,2,10
"73","73 2013",2013-04-06,"ARI",5,"MIL",5,9,2,43,16,2,0,3,8,0,0,0,3,0,3,0,0,1,11,34,10,2,0,0,2,0,1,0,1,0,5,0,0,2,7
"74","74 2013",2013-04-06,"MIA",5,"NYN",5,3,7,36,11,0,0,0,2,0,0,0,2,0,8,0,0,1,8,30,9,1,1,1,7,0,2,0,5,1,4,2,0,1,6
"75","75 2013",2013-04-06,"KCA",5,"PHI",5,3,4,31,6,3,0,0,3,1,0,1,1,0,6,1,0,1,4,28,3,1,0,0,4,1,0,0,6,0,12,1,0,0,5
"76","76 2013",2013-04-06,"SLN",5,"SFN",5,6,3,35,11,0,0,0,6,2,0,0,2,0,7,1,0,1,6,33,7,1,0,2,3,0,0,0,5,0,7,1,0,0,8
"77","77 2013",2013-04-07,"MIN",6,"BAL",6,4,3,27,4,1,0,0,4,1,1,2,4,0,6,0,1,0,5,32,7,1,0,1,3,0,0,0,4,0,8,0,0,2,6
"78","78 2013",2013-04-07,"SEA",7,"CHA",6,3,4,37,7,3,0,2,3,0,0,0,3,1,11,0,0,0,7,33,5,1,0,3,4,0,0,0,0,0,5,0,0,1,1
"79","79 2013",2013-04-07,"NYA",6,"DET",6,7,0,38,13,3,0,1,7,0,1,0,3,0,4,0,0,1,8,35,8,0,0,0,0,0,0,0,3,0,7,0,0,0,11
"80","80 2013",2013-04-07,"OAK",7,"HOU",6,9,3,36,11,2,0,3,9,0,0,1,6,0,4,0,1,1,7,33,6,0,1,0,1,0,0,0,4,0,14,0,0,0,7
"81","81 2013",2013-04-07,"CLE",6,"TBA",6,13,0,43,17,6,0,5,13,0,0,0,3,0,7,1,0,0,6,30,4,0,0,0,0,0,0,0,5,0,11,0,0,1,8
"82","82 2013",2013-04-07,"ANA",6,"TEX",6,3,7,35,10,2,0,0,2,0,0,1,4,0,10,0,0,2,10,30,8,1,0,3,7,1,0,0,5,0,5,0,0,1,5
"83","83 2013",2013-04-07,"BOS",6,"TOR",6,13,0,41,15,4,0,6,13,0,1,0,4,0,9,2,0,0,6,34,7,0,0,0,0,0,0,1,0,0,10,0,0,0,8
"84","84 2013",2013-04-07,"CHN",6,"ATL",6,1,5,33,5,1,0,0,1,0,0,0,2,0,11,0,0,0,7,29,6,1,0,1,4,0,0,2,4,0,16,2,1,0,6
"85","85 2013",2013-04-07,"WAS",6,"CIN",6,3,6,34,8,4,0,1,3,0,0,0,3,0,10,0,0,1,7,37,11,1,0,0,6,0,0,0,6,1,7,1,0,0,13
"86","86 2013",2013-04-07,"SDN",6,"COL",6,1,9,34,9,2,0,0,1,1,0,0,0,0,3,0,0,1,7,36,15,4,1,2,9,1,0,0,2,0,4,1,1,1,6
"87","87 2013",2013-04-07,"PIT",6,"LAN",6,2,6,31,4,0,0,1,2,0,0,0,3,0,8,0,0,0,5,31,11,2,0,1,6,1,1,0,4,0,4,1,0,1,7
"88","88 2013",2013-04-07,"ARI",6,"MIL",6,8,7,43,14,3,0,2,8,1,1,0,3,0,9,0,1,0,7,47,16,3,0,1,7,0,0,2,1,0,12,1,0,1,10
"89","89 2013",2013-04-07,"MIA",6,"NYN",6,3,4,36,13,4,0,0,3,1,0,1,4,0,10,0,0,2,12,31,6,1,0,1,4,0,0,1,4,0,13,1,0,0,7
"90","90 2013",2013-04-07,"KCA",6,"PHI",6,9,8,37,13,4,0,1,9,0,0,0,7,0,6,2,1,2,8,41,15,2,0,1,8,0,1,0,1,0,14,1,0,0,8
"91","91 2013",2013-04-07,"SLN",6,"SFN",6,14,3,41,15,2,1,0,14,0,2,1,3,0,9,0,0,0,6,35,10,3,1,0,3,1,0,0,0,0,6,0,0,1,6
"92","92 2013",2013-04-08,"BAL",7,"BOS",7,1,3,31,5,1,0,1,1,0,0,0,4,0,11,0,0,1,7,27,5,1,0,1,3,0,0,0,2,0,4,0,1,1,2
"93","93 2013",2013-04-08,"NYA",7,"CLE",7,11,6,38,13,2,0,3,9,0,1,0,4,0,7,2,1,0,5,33,9,2,1,1,5,0,2,0,8,0,13,0,0,1,10
"94","94 2013",2013-04-08,"MIN",7,"KCA",7,1,3,32,8,0,0,0,1,0,0,1,2,0,8,0,1,1,7,29,9,2,0,0,3,1,0,0,2,0,1,0,1,2,5
"95","95 2013",2013-04-08,"HOU",7,"SEA",8,0,3,33,7,0,0,0,0,0,0,0,1,0,8,0,0,1,7,29,5,1,0,0,3,2,0,0,1,0,3,1,0,1,5
"96","96 2013",2013-04-08,"TBA",7,"TEX",7,4,5,34,7,0,0,0,3,0,0,0,5,0,5,1,0,0,8,30,8,1,0,2,5,0,0,0,4,0,3,1,1,2,5
"97","97 2013",2013-04-08,"PIT",7,"ARI",7,5,3,30,5,1,1,1,5,0,1,1,6,0,12,1,0,1,6,32,6,1,0,0,3,0,1,1,1,0,5,0,0,1,5
"98","98 2013",2013-04-08,"MIL",7,"CHN",7,7,4,37,12,6,0,0,7,0,1,0,8,3,10,0,0,1,12,37,9,2,1,1,4,0,0,0,1,0,10,0,0,0,7
"99","99 2013",2013-04-08,"ATL",7,"MIA",7,2,0,36,10,1,0,1,2,1,0,0,0,0,6,0,0,0,8,29,2,0,0,0,0,0,0,1,4,0,8,0,0,1,7
"100","100 2013",2013-04-08,"NYN",7,"PHI",7,7,2,36,9,4,0,1,7,0,0,1,5,0,9,0,0,0,8,30,4,2,0,0,2,0,1,0,2,0,10,1,0,1,4
"101","101 2013",2013-04-08,"COL",7,"SFN",7,2,4,30,6,1,0,1,2,1,0,0,5,1,11,1,1,1,7,29,8,1,0,1,4,1,0,1,1,0,4,1,0,1,4
"102","102 2013",2013-04-08,"CIN",7,"SLN",7,13,4,42,14,4,0,1,13,0,0,1,8,2,12,0,0,0,11,32,4,1,0,0,1,0,0,0,2,0,8,0,0,1,3
"103","103 2013",2013-04-09,"OAK",8,"ANA",7,9,5,38,12,0,0,3,9,0,0,0,4,0,8,1,0,1,6,37,13,0,2,0,5,1,2,1,4,0,6,1,0,1,13
"104","104 2013",2013-04-09,"NYA",8,"CLE",8,14,1,45,18,6,0,5,14,0,0,1,2,0,6,0,0,2,7,33,7,2,0,1,1,0,0,0,3,0,5,0,0,1,8
"105","105 2013",2013-04-09,"TOR",7,"DET",7,3,7,35,8,1,1,1,3,0,0,0,1,0,9,1,0,0,6,39,15,3,0,2,7,0,0,0,4,0,1,0,0,0,12
"106","106 2013",2013-04-09,"MIN",8,"KCA",8,4,7,35,8,1,0,3,4,0,0,0,3,0,4,0,0,1,7,36,13,4,1,0,7,0,0,0,0,0,4,0,0,1,5
"107","107 2013",2013-04-09,"HOU",8,"SEA",9,16,9,47,22,3,0,5,15,0,0,0,6,0,10,1,0,2,10,36,10,1,0,3,8,0,2,0,4,0,3,0,0,0,6
"108","108 2013",2013-04-09,"TBA",8,"TEX",8,1,6,30,4,2,0,0,1,0,0,0,3,0,5,0,0,1,5,33,10,1,0,0,5,1,0,2,2,1,5,1,0,0,8
"109","109 2013",2013-04-09,"PIT",8,"ARI",8,6,5,37,11,3,0,0,6,1,0,0,2,0,8,2,0,1,7,30,6,3,0,1,5,0,1,1,7,0,7,1,0,2,7
"110","110 2013",2013-04-09,"MIL",8,"CHN",8,3,6,37,9,2,1,0,2,0,0,0,3,0,8,2,0,1,10,32,9,3,0,0,6,1,1,0,4,1,5,0,0,0,8
"111","111 2013",2013-04-09,"ATL",8,"MIA",8,3,2,35,8,3,0,1,3,0,0,0,1,0,9,0,0,0,6,29,4,1,0,0,2,0,1,0,5,1,2,1,0,1,6
"112","112 2013",2013-04-09,"NYN",8,"PHI",8,3,8,35,8,1,1,1,2,0,0,0,0,0,7,0,0,1,5,35,11,2,1,3,8,0,0,0,2,0,7,2,0,0,5
"113","113 2013",2013-04-09,"LAN",7,"SDN",7,3,9,33,10,1,0,1,3,1,0,0,5,0,8,0,0,3,9,32,11,2,1,2,9,2,0,1,7,1,6,1,1,0,9
"114","114 2013",2013-04-09,"COL",8,"SFN",8,6,9,31,4,1,0,1,6,1,0,0,5,0,11,2,0,0,4,35,14,1,0,1,9,2,0,0,6,1,5,0,0,1,10
"115","115 2013",2013-04-09,"CIN",8,"SLN",8,1,5,30,5,0,0,0,1,0,1,0,1,0,14,0,0,1,4,32,9,3,0,1,4,0,0,0,1,1,3,0,0,0,4
"116","116 2013",2013-04-09,"CHA",7,"WAS",7,7,8,36,11,2,0,2,6,0,1,0,3,0,11,1,0,0,6,32,13,1,0,4,8,0,1,0,3,0,8,0,1,1,4
"117","117 2013",2013-04-10,"OAK",9,"ANA",8,11,5,44,16,4,1,1,11,0,0,0,7,1,2,2,0,0,13,40,14,4,0,0,5,0,1,0,4,0,8,1,0,1,13
"118","118 2013",2013-04-10,"BAL",8,"BOS",8,8,5,34,6,0,0,3,6,0,0,0,5,0,14,1,0,0,4,30,5,2,1,2,5,0,1,0,4,0,7,0,0,1,3
"119","119 2013",2013-04-10,"TOR",8,"DET",8,8,6,38,12,5,0,0,8,0,0,0,5,0,8,2,0,1,8,38,11,1,0,0,6,0,0,0,4,1,5,0,0,1,9
"120","120 2013",2013-04-10,"MIN",9,"KCA",9,0,3,35,7,1,1,0,0,0,0,1,3,0,11,0,1,0,12,33,9,1,0,2,3,0,0,1,2,0,4,0,0,1,9
"121","121 2013",2013-04-10,"HOU",9,"SEA",10,8,3,40,16,6,0,3,8,0,1,0,1,0,9,0,1,0,7,31,6,2,0,2,3,0,0,1,4,0,5,0,0,2,6
"122","122 2013",2013-04-10,"TBA",9,"TEX",9,2,0,31,6,2,0,0,2,1,1,0,3,0,4,0,1,0,7,29,5,1,0,0,0,0,0,0,8,0,7,1,0,1,10
"123","123 2013",2013-04-10,"PIT",9,"ARI",9,2,10,32,5,2,0,0,2,0,0,0,4,0,9,0,0,1,7,32,10,2,0,2,9,1,0,1,8,0,6,1,0,1,8
"124","124 2013",2013-04-10,"ATL",9,"MIA",9,8,0,37,13,1,0,2,8,1,1,0,5,0,6,1,0,2,9,33,7,2,0,0,0,0,0,0,2,0,6,0,0,1,8
"125","125 2013",2013-04-10,"NYN",9,"PHI",9,3,7,35,11,2,0,3,3,0,0,0,2,0,10,0,1,1,7,33,10,2,0,3,7,0,0,0,3,1,9,0,1,0,5
"126","126 2013",2013-04-10,"LAN",8,"SDN",8,4,3,38,13,0,1,2,4,1,0,1,3,2,8,0,0,0,12,36,11,2,0,0,2,1,0,0,3,0,7,0,0,1,10
"127","127 2013",2013-04-10,"COL",9,"SFN",9,0,10,33,7,3,0,0,0,0,0,0,1,0,6,0,0,1,7,40,16,5,1,0,9,1,1,0,5,1,7,0,0,0,13
"128","128 2013",2013-04-10,"CIN",9,"SLN",9,0,10,29,5,1,0,0,0,1,0,1,4,0,3,0,1,1,8,36,14,4,0,4,10,1,0,0,4,0,5,0,0,1,7
"129","129 2013",2013-04-10,"CHA",8,"WAS",8,2,5,34,9,2,0,0,2,0,0,0,0,0,5,1,1,1,5,31,11,3,1,1,5,2,0,0,3,1,11,0,0,2,7
"130","130 2013",2013-04-11,"OAK",10,"ANA",9,8,1,41,16,6,0,2,7,0,0,1,4,1,8,1,0,2,11,31,5,1,0,0,1,0,0,0,1,0,2,0,0,1,4
"131","131 2013",2013-04-11,"BAL",9,"BOS",9,3,2,34,9,2,0,1,3,0,0,0,6,1,7,0,0,1,10,35,8,0,0,0,2,0,0,0,2,0,9,0,0,0,8
"132","132 2013",2013-04-11,"TOR",9,"DET",9,1,11,33,9,1,0,0,1,0,1,1,2,0,6,1,0,1,9,37,16,1,1,0,11,0,2,1,6,0,6,1,0,1,11
"133","133 2013",2013-04-11,"TEX",10,"SEA",11,4,3,36,11,2,0,1,4,0,0,0,2,0,8,0,0,1,7,35,8,1,0,1,3,0,0,1,4,0,8,0,0,0,10
"134","134 2013",2013-04-11,"SFN",10,"CHN",9,7,6,35,9,1,0,0,6,1,1,1,6,0,9,0,0,1,10,38,12,4,0,1,4,0,0,0,1,0,8,1,0,1,6
"135","135 2013",2013-04-11,"LAN",9,"SDN",9,3,2,38,11,0,0,2,3,0,0,0,4,0,7,0,0,0,12,33,8,1,0,0,1,1,0,1,2,0,9,0,0,1,8
"136","136 2013",2013-04-11,"CHA",9,"WAS",9,4,7,40,13,5,0,0,4,0,0,1,1,0,9,1,0,0,11,31,10,2,0,0,6,0,1,1,6,1,6,2,0,1,8
"137","137 2013",2013-04-12,"HOU",10,"ANA",10,5,0,35,10,3,0,1,5,0,0,0,6,0,7,0,1,0,9,29,4,0,0,0,0,0,0,1,2,0,6,0,0,1,5
"138","138 2013",2013-04-12,"CHA",10,"CLE",9,0,1,30,5,2,0,0,0,0,0,0,1,0,7,0,1,1,4,29,3,2,0,0,1,0,0,1,1,1,8,0,0,0,4
"139","139 2013",2013-04-12,"TOR",10,"KCA",10,8,4,34,8,5,0,0,7,0,1,0,4,0,8,2,0,0,4,32,5,1,0,0,4,0,0,0,3,0,6,1,0,0,4
"140","140 2013",2013-04-12,"NYN",10,"MIN",10,16,5,43,15,4,2,1,15,0,1,0,5,0,4,0,0,0,6,33,6,2,0,0,5,0,0,1,4,0,3,0,0,1,6
