"","SpecID","date","away_team","away_team_game_number","home_team","home_team_game_number","away_score","home_score","away_AB","away_H","away_2B","away_3B","away_HR","away_RBI","away_SH","away_SF","away_HBP","away_BB","away_IBB","away_SO","away_SB","away_CS","away_GIDP","away_left_on_base","home_AB","home_H","home_2B","home_3B","home_HR","home_RBI","home_SH","home_SF","home_HBP","home_BB","home_IBB","home_SO","home_SB","home_CS","home_GIDP","home_left_on_base"
"102","102 2015",2015-04-13,"DET",7,"PIT",7,4,5,32,7,2,0,1,3,0,0,0,2,0,11,0,0,2,3,31,9,1,0,3,5,1,1,0,0,0,10,0,0,0,4
"103","103 2015",2015-04-13,"ARI",7,"SDN",8,8,4,39,12,3,1,0,7,1,0,0,4,0,11,2,0,0,9,34,9,2,0,1,4,0,0,0,1,0,7,0,0,0,4
"104","104 2015",2015-04-13,"COL",7,"SFN",8,2,0,35,11,2,0,0,1,0,0,0,3,1,5,0,1,2,9,31,5,1,0,0,0,0,0,2,6,0,6,1,0,1,12
"105","105 2015",2015-04-13,"MIL",7,"SLN",6,5,4,33,8,3,0,0,4,2,0,0,1,0,6,0,0,1,4,37,9,2,0,0,3,0,0,0,6,1,6,0,0,0,12
"106","106 2015",2015-04-14,"NYA",8,"BAL",8,3,4,34,6,3,0,0,2,0,0,0,1,0,10,0,0,0,5,29,7,0,1,1,4,0,2,0,1,0,9,0,0,2,4
"107","107 2015",2015-04-14,"WAS",8,"BOS",8,7,8,36,10,1,1,0,7,0,0,2,3,0,11,1,1,0,7,36,11,1,0,1,6,0,0,3,1,0,5,1,0,1,8
"108","108 2015",2015-04-14,"CHA",7,"CLE",7,4,1,33,8,1,0,1,4,0,0,0,2,0,5,0,1,0,4,31,3,1,0,0,1,0,0,0,3,0,14,1,0,0,6
"109","109 2015",2015-04-14,"OAK",9,"HOU",8,4,0,31,7,3,0,0,4,0,1,2,2,0,7,1,0,2,5,33,8,0,0,0,0,0,0,1,4,0,7,0,0,2,11
"110","110 2015",2015-04-14,"ANA",8,"TEX",9,2,8,32,7,2,0,0,2,0,1,1,3,0,2,0,0,1,8,33,11,3,0,2,8,0,0,1,5,0,6,3,0,1,7
"111","111 2015",2015-04-14,"TBA",8,"TOR",8,3,2,31,7,1,0,1,3,0,2,1,5,1,11,4,1,0,9,35,8,1,0,0,2,0,0,1,1,0,4,0,0,0,8
"112","112 2015",2015-04-14,"MIA",8,"ATL",8,8,2,34,11,3,0,0,8,1,2,1,6,0,8,3,0,1,9,35,8,1,0,2,2,0,0,0,2,0,6,1,0,0,8
"113","113 2015",2015-04-14,"CIN",8,"CHN",7,3,2,33,7,2,0,0,3,0,0,0,2,0,8,1,0,0,5,31,5,0,0,1,2,0,0,0,5,0,9,1,0,1,7
"114","114 2015",2015-04-14,"SEA",8,"LAN",8,5,6,36,10,1,0,2,5,1,0,1,4,0,12,0,0,0,10,36,12,2,0,2,6,0,0,0,4,0,6,0,1,1,9
"115","115 2015",2015-04-14,"PHI",8,"NYN",8,5,6,33,7,1,0,4,5,1,0,2,1,0,12,1,0,0,6,35,12,4,0,1,6,0,0,2,5,1,7,1,0,1,12
"116","116 2015",2015-04-14,"DET",8,"PIT",8,2,0,35,9,2,0,0,2,0,0,0,4,0,10,1,0,0,10,29,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2
"117","117 2015",2015-04-14,"ARI",8,"SDN",9,1,5,28,3,2,0,0,1,0,0,1,3,0,4,0,0,2,4,32,8,3,1,1,4,0,0,0,3,1,8,0,0,0,6
"118","118 2015",2015-04-14,"COL",8,"SFN",9,4,1,32,9,2,1,0,3,2,0,1,2,0,6,0,1,1,6,32,6,0,0,0,1,0,1,0,4,0,8,1,0,0,9
"119","119 2015",2015-04-15,"NYA",9,"BAL",9,5,7,33,8,4,0,1,4,0,1,0,4,0,12,1,0,1,6,37,15,1,1,2,7,1,0,0,4,1,11,0,0,0,11
"120","120 2015",2015-04-15,"WAS",9,"BOS",9,10,5,38,12,4,1,2,10,0,0,0,6,0,5,0,0,1,7,35,7,2,1,1,5,0,0,0,2,0,12,0,0,0,5
"121","121 2015",2015-04-15,"CHA",8,"CLE",8,2,4,33,6,1,0,0,2,0,0,1,5,0,14,0,0,0,10,30,8,3,0,0,4,2,0,0,2,0,9,1,0,1,6
"122","122 2015",2015-04-15,"OAK",10,"HOU",9,1,6,35,8,1,1,0,1,0,0,0,0,0,13,1,0,0,7,30,8,2,1,3,6,0,0,0,2,0,11,1,0,0,2
"123","123 2015",2015-04-15,"KCA",8,"MIN",8,1,3,34,9,0,0,0,1,0,0,1,0,0,5,0,0,2,7,28,5,0,0,1,3,0,1,0,1,0,7,0,1,0,3
"124","124 2015",2015-04-15,"ANA",9,"TEX",10,10,2,39,13,4,0,0,10,1,0,0,5,1,6,2,0,0,8,33,6,1,0,2,2,0,0,1,3,0,7,0,0,0,8
"125","125 2015",2015-04-15,"TBA",9,"TOR",9,7,12,38,11,2,0,2,7,0,0,0,4,0,7,0,0,1,8,36,14,3,0,3,12,0,0,0,5,0,5,0,0,2,5
"126","126 2015",2015-04-15,"MIA",9,"ATL",9,6,2,30,8,2,0,2,6,1,1,0,4,0,5,0,1,2,3,30,3,0,0,2,2,0,0,0,2,0,7,0,0,1,3
"127","127 2015",2015-04-15,"CIN",9,"CHN",8,0,5,30,4,0,0,0,0,0,0,0,3,0,8,0,0,1,6,32,11,2,0,1,5,1,1,1,4,1,6,1,1,1,10
"128","128 2015",2015-04-15,"SEA",9,"LAN",9,2,5,34,9,1,0,1,2,0,0,0,2,0,7,0,1,0,7,31,9,2,0,0,5,0,0,1,7,2,7,0,1,1,10
"129","129 2015",2015-04-15,"PHI",9,"NYN",9,1,6,35,9,3,1,0,1,0,0,0,4,0,5,0,0,2,11,37,12,2,0,2,5,0,0,0,5,2,2,0,0,0,12
"130","130 2015",2015-04-15,"DET",9,"PIT",9,1,0,30,5,0,0,1,1,0,0,0,2,0,10,2,1,1,4,28,2,0,0,0,0,0,0,1,0,0,3,0,1,0,2
"131","131 2015",2015-04-15,"ARI",9,"SDN",10,2,3,33,9,1,0,1,2,0,0,0,1,0,8,1,2,1,5,29,9,2,0,1,3,0,1,0,2,0,5,0,1,1,5
"132","132 2015",2015-04-15,"COL",9,"SFN",10,4,2,32,6,0,0,1,4,1,1,0,1,0,10,1,0,0,4,33,7,0,1,1,2,0,0,1,2,0,7,2,0,1,7
"133","133 2015",2015-04-15,"MIL",8,"SLN",7,2,4,37,10,2,0,0,2,1,0,0,2,0,6,0,0,0,11,34,10,2,0,0,4,0,0,0,1,0,4,0,0,0,7
"134","134 2015",2015-04-16,"KCA",9,"MIN",9,5,8,37,10,3,0,1,5,1,0,0,4,0,3,1,0,0,10,37,14,2,0,2,7,0,1,0,2,0,2,0,0,1,8
"135","135 2015",2015-04-16,"TBA",10,"TOR",10,4,2,33,8,4,0,1,4,0,0,1,3,0,8,1,2,1,6,29,4,1,0,0,2,0,1,3,4,0,12,0,0,1,8
"136","136 2015",2015-04-16,"MIA",10,"NYN",10,5,7,33,7,1,1,2,4,0,0,0,3,0,11,1,1,1,4,30,9,2,0,1,7,1,1,0,3,0,6,1,0,1,4
"137","137 2015",2015-04-16,"ARI",10,"SFN",11,7,6,47,11,2,0,3,7,0,0,1,3,1,8,1,0,0,8,46,11,1,1,1,6,0,0,0,6,1,10,1,1,0,10
"138","138 2015",2015-04-16,"MIL",9,"SLN",8,0,4,34,6,0,0,0,0,0,0,0,1,0,10,0,0,0,8,33,11,5,0,0,4,0,0,0,2,0,5,1,0,1,7
"139","139 2015",2015-04-16,"PHI",10,"WAS",10,2,5,31,5,1,1,0,2,0,1,0,4,1,6,0,0,1,7,29,6,2,0,2,5,0,0,0,4,1,9,0,0,1,4
"140","140 2015",2015-04-17,"BAL",10,"BOS",10,2,3,32,5,1,0,1,1,0,0,0,2,0,8,1,0,1,5,26,4,0,0,1,3,1,0,1,7,1,5,0,0,2,7
